project name, file path, num of dependency classes, num of mocked classes,
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/master/cleaner/TestSnapshotFromMaster.java,65,1,2%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/master/cleaner/TestCleanerChore.java,29,0,0%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/master/cleaner/TestLogsCleaner.java,50,0,0%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/master/http/TestMasterStatusServlet.java,36,7,19%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/master/http/TestMetaBrowserNoCluster.java,19,1,5%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/master/http/TestMetaBrowser.java,37,1,3%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/master/janitor/TestCatalogJanitor.java,58,0,0%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/master/normalizer/TestRegionNormalizerManagerConfigurationObserver.java,21,4,19%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/master/normalizer/TestSimpleRegionNormalizer.java,52,3,6%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/master/normalizer/TestRegionNormalizerWorker.java,48,2,4%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/master/region/MasterRegionTestBase.java,21,1,5%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/master/region/TestMasterRegionOnTwoFileSystems.java,49,1,2%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/master/region/TestMasterRegionFlush.java,27,2,7%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/master/replication/TestSyncReplicationReplayWALManager.java,42,7,17%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/master/snapshot/TestSnapshotManager.java,26,5,19%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/master/snapshot/TestSnapshotFileCache.java,36,2,6%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/procedure/TestProcedure.java,19,2,11%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/procedure/TestProcedureCoordinator.java,34,3,9%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/procedure/TestProcedureMember.java,29,3,10%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/procedure/TestZKProcedure.java,40,1,3%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/procedure/TestZKProcedureControllers.java,31,4,13%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/procedure2/store/region/RegionProcedureStoreTestHelper.java,12,1,8%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/quotas/TestTableQuotaViolationStore.java,33,5,15%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/quotas/TestMasterQuotasObserverWithMocks.java,20,1,5%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/quotas/TestSpaceQuotaViolationPolicyRefresherChore.java,33,6,18%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/quotas/TestRegionServerSpaceQuotaManager.java,23,4,17%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/quotas/TestTablesWithQuotas.java,26,3,12%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/quotas/TestActivePolicyEnforcement.java,21,2,10%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/quotas/TestMasterQuotaManager.java,13,2,15%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/quotas/TestTableSpaceQuotaViolationNotifier.java,25,2,8%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/quotas/TestQuotaObserverChore.java,17,2,12%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/quotas/TestFileSystemUtilizationChore.java,28,5,18%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/quotas/TestNamespaceQuotaViolationStore.java,31,4,13%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/quotas/TestRegionSizeReportingChore.java,21,1,5%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/quotas/policies/TestBulkLoadCheckingViolationPolicyEnforcement.java,19,3,16%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestCompactionArchiveIOException.java,41,1,2%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/StatefulStoreMockMaker.java,9,1,11%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestBootstrapNodeManager.java,34,2,6%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestHMobStore.java,64,1,2%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestStripeStoreEngine.java,29,6,21%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestFailedAppendAndSync.java,39,1,3%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestWalAndCompactingMemStoreFlush.java,28,0,0%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestMemStoreFlusher.java,19,1,5%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestRSRpcServices.java,16,2,13%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestRecoveredEditsReplayAndAbort.java,39,1,3%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestHStore.java,109,6,6%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestInputStreamBlockDistribution.java,27,3,11%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestHRegionReplayEvents.java,87,1,1%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestMultiLogThreshold.java,37,2,5%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestDefaultStoreEngine.java,14,2,14%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestCompactionArchiveConcurrentClose.java,36,1,3%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestReplicateToReplica.java,61,3,5%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestServerNonceManager.java,23,1,4%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestHRegion.java,177,4,2%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestStoreFileRefresherChore.java,40,1,3%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestWALLockup.java,39,1,3%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestCompactionAfterBulkLoad.java,31,1,3%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestSplitTransactionOnCluster.java,106,1,1%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestRSQosFunction.java,14,1,7%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestSplitWalDataLoss.java,39,0,0%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestRegionServerRegionSpaceUseReport.java,22,1,5%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestFlushRegionEntry.java,19,1,5%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestCompactingMemStore.java,48,0,0%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestRegionSplitRestriction.java,16,1,6%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestCompoundBloomFilter.java,41,1,2%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestOpenRegionFailedMemoryLeak.java,30,0,0%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestSplitLogWorker.java,40,1,3%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestRegionSplitPolicy.java,28,3,11%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestBulkloadBase.java,46,1,2%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestHStoreFile.java,77,7,9%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestCompaction.java,70,4,6%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestLogRoller.java,23,1,4%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestBulkLoad.java,23,0,0%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestRowPrefixBloomFilter.java,40,1,3%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestPriorityRpc.java,27,4,15%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestStripeStoreFileManager.java,31,1,3%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/compactions/PerfTestCompactionPolicies.java,23,1,4%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/compactions/TestCompactedHFilesDischarger.java,39,1,3%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/compactions/MockStoreFileGenerator.java,11,2,18%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/compactions/TestDateTieredCompactor.java,46,3,7%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/compactions/TestStripeCompactor.java,42,3,7%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/compactions/TestCompactor.java,35,5,14%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/compactions/TestCloseChecker.java,14,1,7%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/compactions/TestStripeCompactionPolicy.java,77,10,13%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/http/TestRSStatusServlet.java,40,7,18%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/regionreplication/TestRegionReplicationSink.java,47,6,13%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/regionreplication/TestRegionReplicationBufferManager.java,28,4,14%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/regionreplication/TestRegionReplicationFlushRequester.java,12,1,8%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/storefiletracker/TestStoreFileListFile.java,28,1,4%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/throttle/TestStoreHotnessProtector.java,27,4,15%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/wal/AbstractTestFSWAL.java,79,1,1%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/wal/TestMetricsWAL.java,19,1,5%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/wal/TestAsyncFSWAL.java,48,1,2%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/wal/AbstractTestWALReplay.java,96,2,2%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/replication/TestReplicationWALEntryFilters.java,30,1,3%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/replication/TestReplicationProcedureRetry.java,25,0,0%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/replication/TestReplicationEndpoint.java,56,2,4%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/replication/TestHBaseReplicationEndpoint.java,20,2,10%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/replication/regionserver/TestBasicWALEntryStream.java,53,5,9%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/replication/regionserver/TestReplicationSourceManager.java,86,3,3%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/replication/regionserver/TestReplicationSource.java,60,11,18%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/replication/regionserver/TestDumpReplicationQueues.java,20,2,10%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/replication/regionserver/TestSerialReplicationChecker.java,47,5,11%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/replication/regionserver/TestReplicationSourceLogQueue.java,14,1,7%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/replication/regionserver/TestHBaseInterClusterReplicationEndpointFilterEdits.java,29,2,7%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/replication/regionserver/WALEntryStreamTestBase.java,31,1,3%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/security/TestSecureIPC.java,69,1,1%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/security/token/TestFsDelegationToken.java,23,6,26%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/security/token/TestTokenAuthentication.java,76,2,3%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/security/token/TestAuthenticationKey.java,12,1,8%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/snapshot/TestRegionSnapshotTask.java,36,0,0%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/snapshot/TestRestoreSnapshotHelper.java,41,2,5%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/tool/TestCanaryTool.java,42,1,2%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/tool/TestBulkLoadHFilesSplitRecovery.java,57,0,0%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/tool/coprocessor/CoprocessorValidatorTest.java,32,3,9%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/util/compaction/TestMajorCompactionRequest.java,38,6,16%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/util/compaction/TestMajorCompactionTTLRequest.java,23,2,9%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/wal/TestRaceBetweenGetWALAndGetWALs.java,18,1,6%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/wal/TestWALSplit.java,80,3,4%
hbase,/hbase-server/src/test/java/org/apache/hadoop/hbase/wal/TestWALSplitToHFile.java,65,1,2%
hbase,/hbase-zookeeper/src/test/java/org/apache/hadoop/hbase/zookeeper/TestZKUtilNoServer.java,21,1,5%
hbase,/hbase-zookeeper/src/test/java/org/apache/hadoop/hbase/zookeeper/TestReadOnlyZKClient.java,44,1,2%
helix,/helix-core/src/test/java/org/apache/helix/cloud/MockHttpClient.java,8,4,50%
helix,/helix-core/src/test/java/org/apache/helix/common/caches/TestPropertyCache.java,17,3,18%
helix,/helix-core/src/test/java/org/apache/helix/controller/changedetector/trimmer/TestHelixPropoertyTimmer.java,21,1,5%
helix,/helix-core/src/test/java/org/apache/helix/controller/dataproviders/TestResourceControllerDataProvider.java,12,1,8%
helix,/helix-core/src/test/java/org/apache/helix/controller/rebalancer/waged/TestWagedRebalancerMetrics.java,44,0,0%
helix,/helix-core/src/test/java/org/apache/helix/controller/rebalancer/waged/MockAssignmentMetadataStore.java,5,1,20%
helix,/helix-core/src/test/java/org/apache/helix/controller/rebalancer/waged/TestWagedRebalancer.java,41,3,7%
helix,/helix-core/src/test/java/org/apache/helix/controller/rebalancer/waged/constraints/TestResourcePartitionAntiAffinityConstraint.java,9,3,33%
helix,/helix-core/src/test/java/org/apache/helix/controller/rebalancer/waged/constraints/TestNodeCapacityConstraint.java,8,3,38%
helix,/helix-core/src/test/java/org/apache/helix/controller/rebalancer/waged/constraints/TestConstraintBasedAlgorithm.java,12,2,17%
helix,/helix-core/src/test/java/org/apache/helix/controller/rebalancer/waged/constraints/TestValidGroupTagConstraint.java,9,3,33%
helix,/helix-core/src/test/java/org/apache/helix/controller/rebalancer/waged/constraints/MockRebalanceAlgorithm.java,13,1,8%
helix,/helix-core/src/test/java/org/apache/helix/controller/rebalancer/waged/constraints/TestFaultZoneAwareConstraint.java,10,3,30%
helix,/helix-core/src/test/java/org/apache/helix/controller/rebalancer/waged/constraints/TestPartitionMovementConstraint.java,13,4,31%
helix,/helix-core/src/test/java/org/apache/helix/controller/rebalancer/waged/constraints/TestResourceTopStateAntiAffinityConstraint.java,9,3,33%
helix,/helix-core/src/test/java/org/apache/helix/controller/rebalancer/waged/constraints/TestTopStateMaxCapacityUsageInstanceConstraint.java,9,3,33%
helix,/helix-core/src/test/java/org/apache/helix/controller/rebalancer/waged/constraints/TestSamePartitionOnInstanceConstraint.java,8,3,38%
helix,/helix-core/src/test/java/org/apache/helix/controller/rebalancer/waged/constraints/TestNodeMaxPartitionLimitConstraint.java,8,3,38%
helix,/helix-core/src/test/java/org/apache/helix/controller/rebalancer/waged/constraints/TestMaxCapacityUsageInstanceConstraint.java,9,3,33%
helix,/helix-core/src/test/java/org/apache/helix/controller/rebalancer/waged/constraints/TestPartitionActivateConstraint.java,10,3,30%
helix,/helix-core/src/test/java/org/apache/helix/controller/rebalancer/waged/constraints/TestInstancePartitionsCountConstraint.java,7,3,43%
helix,/helix-core/src/test/java/org/apache/helix/controller/rebalancer/waged/model/AbstractTestClusterModel.java,21,2,10%
helix,/helix-core/src/test/java/org/apache/helix/controller/rebalancer/waged/model/TestClusterModelProvider.java,23,0,0%
helix,/helix-core/src/test/java/org/apache/helix/controller/rebalancer/waged/model/TestAssignableNode.java,17,0,0%
helix,/helix-core/src/test/java/org/apache/helix/controller/rebalancer/waged/model/ClusterModelTestHelper.java,8,0,0%
helix,/helix-core/src/test/java/org/apache/helix/controller/stages/TestManagementMessageGeneration.java,21,10,48%
helix,/helix-core/src/test/java/org/apache/helix/controller/stages/TestReplicaLevelThrottling.java,28,1,4%
helix,/helix-core/src/test/java/org/apache/helix/controller/stages/TestCancellationMessageGeneration.java,22,9,41%
helix,/helix-core/src/test/java/org/apache/helix/controller/strategy/crushMapping/TestCardDealingAdjustmentAlgorithmV2.java,19,1,5%
helix,/helix-core/src/test/java/org/apache/helix/integration/rebalancer/TestCustomRebalancer.java,16,1,6%
helix,/helix-core/src/test/java/org/apache/helix/integration/spectator/TestRoutingTableProvider.java,37,0,0%
helix,/helix-core/src/test/java/org/apache/helix/manager/zk/TestZkHelixAdmin.java,68,1,1%
helix,/helix-core/src/test/java/org/apache/helix/manager/zk/TestZkBaseDataAccessor.java,26,1,4%
helix,/helix-core/src/test/java/org/apache/helix/messaging/p2pMessage/TestP2PWithStateCancellationMessage.java,30,3,10%
helix,/helix-core/src/test/java/org/apache/helix/monitoring/TestZKPathDataDumpTask.java,16,1,6%
helix,/helix-core/src/test/java/org/apache/helix/monitoring/mbeans/TestClusterStatusMonitor.java,46,2,4%
helix,/helix-core/src/test/java/org/apache/helix/task/TestTargetedTaskStateChange.java,21,3,14%
helix,/helix-core/src/test/java/org/apache/helix/task/TestDropTerminalTasksUponReset.java,13,1,8%
helix,/helix-core/src/test/java/org/apache/helix/task/TestTaskUtil.java,16,4,25%
helix,/helix-core/src/test/java/org/apache/helix/task/TestTaskStateModelFactory.java,22,0,0%
helix,/helix-core/src/test/java/org/apache/helix/task/TestCurrentInstanceToTaskAssignmentsWithPendingMessage.java,15,1,7%
helix,/helix-core/src/test/java/org/apache/helix/util/TestInstanceValidationUtil.java,28,7,25%
helix,/helix-rest/src/test/java/org/apache/helix/rest/client/TestCustomRestClient.java,22,3,14%
helix,/helix-rest/src/test/java/org/apache/helix/rest/clusterMaintenanceService/TestMaintenanceManagementService.java,40,4,10%
helix,/helix-rest/src/test/java/org/apache/helix/rest/common/TestHelixDataAccessorWrapper.java,30,3,10%
helix,/helix-rest/src/test/java/org/apache/helix/rest/server/service/TestClusterService.java,15,2,13%
helix,/helix-rest/src/test/java/org/apache/helix/rest/server/util/TestInstanceValidationUtilInRest.java,15,2,13%
